rate_date,source_date,from_currency,to_currency,rate_to_rmb,source_hkd_per_unit,cny_hkd_per_unit,is_carried_forward,source_name,source_url
2020-01-02,2020-01-02,TWD,RMB,0.2300339468,0.2575,1.1194,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-03,2020-01-03,USD,RMB,6.9690998657,7.781,1.1165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-03,2020-01-03,HKD,RMB,0.8956560681,1,1.1165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-03,2020-01-03,GBP,RMB,9.1330049261,10.197,1.1165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-03,2020-01-03,EUR,RMB,7.7765338110,8.6825,1.1165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-03,2020-01-03,JPY,RMB,0.0644827586,0.071995,1.1165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-03,2020-01-03,TWD,RMB,0.2306314375,0.2575,1.1165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-04,2020-01-04,USD,RMB,6.9698055730,7.779,1.1161,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-04,2020-01-04,HKD,RMB,0.8959770630,1,1.1161,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-04,2020-01-04,GBP,RMB,9.1201505241,10.179,1.1161,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-04,2020-01-04,EUR,RMB,7.7784248723,8.6815,1.1161,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-04,2020-01-04,JPY,RMB,0.0644745095,0.07196,1.1161,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-04,2020-01-04,TWD,RMB,0.2307140937,0.2575,1.1161,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-05,2020-01-04,USD,RMB,6.9698055730,7.779,1.1161,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-05,2020-01-04,HKD,RMB,0.8959770630,1,1.1161,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-05,2020-01-04,GBP,RMB,9.1201505241,10.179,1.1161,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-05,2020-01-04,EUR,RMB,7.7784248723,8.6815,1.1161,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-05,2020-01-04,JPY,RMB,0.0644745095,0.07196,1.1161,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-05,2020-01-04,TWD,RMB,0.2307140937,0.2575,1.1161,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-06,2020-01-06,USD,RMB,6.9741564968,7.772,1.1144,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-06,2020-01-06,HKD,RMB,0.8973438622,1,1.1144,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-06,2020-01-06,GBP,RMB,9.1246410625,10.1685,1.1144,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-06,2020-01-06,EUR,RMB,7.7858040201,8.6765,1.1144,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-06,2020-01-06,JPY,RMB,0.0645190237,0.0719,1.1144,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-06,2020-01-06,TWD,RMB,0.2310660445,0.2575,1.1144,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-07,2020-01-07,USD,RMB,6.9459954438,7.775,1.11935,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-07,2020-01-07,HKD,RMB,0.8933756198,1,1.11935,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-07,2020-01-07,GBP,RMB,9.1369991513,10.2275,1.11935,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-07,2020-01-07,EUR,RMB,7.7683477018,8.6955,1.11935,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-07,2020-01-07,JPY,RMB,0.0640282307,0.07167,1.11935,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-07,2020-01-07,TWD,RMB,0.2300442221,0.2575,1.11935,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-08,2020-01-08,USD,RMB,6.9374470552,7.78,1.12145,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-08,2020-01-08,HKD,RMB,0.8917027063,1,1.12145,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-08,2020-01-08,GBP,RMB,9.1243479424,10.2325,1.12145,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-08,2020-01-08,EUR,RMB,7.7381960854,8.678,1.12145,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-08,2020-01-08,JPY,RMB,0.0639529181,0.07172,1.12145,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-08,2020-01-08,TWD,RMB,0.2296134469,0.2575,1.12145,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-09,2020-01-09,USD,RMB,6.9206462237,7.775,1.12345,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-09,2020-01-09,HKD,RMB,0.8901152699,1,1.12345,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-09,2020-01-09,GBP,RMB,9.0738350616,10.194,1.12345,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-09,2020-01-09,EUR,RMB,7.6928212203,8.6425,1.12345,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-09,2020-01-09,JPY,RMB,0.0633005474,0.071115,1.12345,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-09,2020-01-09,TWD,RMB,0.2292046820,0.2575,1.12345,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-10,2020-01-10,USD,RMB,6.9270903010,7.767,1.12125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-10,2020-01-10,HKD,RMB,0.8918617614,1,1.12125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-10,2020-01-10,GBP,RMB,9.0608695652,10.1595,1.12125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-10,2020-01-10,EUR,RMB,7.6945373467,8.6275,1.12125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-10,2020-01-10,JPY,RMB,0.0631839465,0.070845,1.12125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-10,2020-01-10,TWD,RMB,0.2296544036,0.2575,1.12125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-11,2020-01-11,USD,RMB,6.9169450011,7.766,1.12275,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-11,2020-01-11,HKD,RMB,0.8906702293,1,1.12275,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-11,2020-01-11,GBP,RMB,9.0371854821,10.1465,1.12275,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-11,2020-01-11,EUR,RMB,7.6953907816,8.64,1.12275,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-11,2020-01-11,JPY,RMB,0.0631396126,0.07089,1.12275,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-11,2020-01-11,TWD,RMB,0.2293475841,0.2575,1.12275,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-12,2020-01-11,USD,RMB,6.9169450011,7.766,1.12275,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-12,2020-01-11,HKD,RMB,0.8906702293,1,1.12275,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-12,2020-01-11,GBP,RMB,9.0371854821,10.1465,1.12275,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-12,2020-01-11,EUR,RMB,7.6953907816,8.64,1.12275,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-12,2020-01-11,JPY,RMB,0.0631396126,0.07089,1.12275,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-12,2020-01-11,TWD,RMB,0.2293475841,0.2575,1.12275,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-13,2020-01-13,USD,RMB,6.8992764238,7.771,1.12635,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-13,2020-01-13,HKD,RMB,0.8878235007,1,1.12635,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-13,2020-01-13,GBP,RMB,8.9838860035,10.119,1.12635,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-13,2020-01-13,EUR,RMB,7.6770098104,8.647,1.12635,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-13,2020-01-13,JPY,RMB,0.0628934168,0.07084,1.12635,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-13,2020-01-13,TWD,RMB,0.2286145514,0.2575,1.12635,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-14,2020-01-14,USD,RMB,6.8817775417,7.774,1.12965,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-14,2020-01-14,HKD,RMB,0.8852299385,1,1.12965,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-14,2020-01-14,GBP,RMB,8.9293143894,10.087,1.12965,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-14,2020-01-14,EUR,RMB,7.6674191121,8.6615,1.12965,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-14,2020-01-14,JPY,RMB,0.0624751029,0.070575,1.12965,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-14,2020-01-14,TWD,RMB,0.2279467092,0.2575,1.12965,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-15,2020-01-15,USD,RMB,6.8905031892,7.778,1.1288,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-15,2020-01-15,HKD,RMB,0.8858965273,1,1.1288,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-15,2020-01-15,GBP,RMB,8.9750177179,10.131,1.1288,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-15,2020-01-15,EUR,RMB,7.6731927711,8.6615,1.1288,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-15,2020-01-15,JPY,RMB,0.0626461729,0.070715,1.1288,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-15,2020-01-15,TWD,RMB,0.2281183558,0.2575,1.1288,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-16,2020-01-16,USD,RMB,6.8919038751,7.772,1.1277,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-16,2020-01-16,HKD,RMB,0.8867606633,1,1.1277,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-16,2020-01-16,GBP,RMB,8.9859891815,10.1335,1.1277,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-16,2020-01-16,EUR,RMB,7.6851112885,8.6665,1.1277,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-16,2020-01-16,JPY,RMB,0.0626363395,0.070635,1.1277,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-16,2020-01-16,TWD,RMB,0.2292276315,0.2585,1.1277,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-17,2020-01-17,USD,RMB,6.8648409894,7.771,1.132,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-17,2020-01-17,HKD,RMB,0.8833922261,1,1.132,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-17,2020-01-17,GBP,RMB,8.9818904594,10.1675,1.132,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-17,2020-01-17,EUR,RMB,7.6470848057,8.6565,1.132,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-17,2020-01-17,JPY,RMB,0.0622305654,0.070445,1.132,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-17,2020-01-17,TWD,RMB,0.2283568905,0.2585,1.132,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-18,2020-01-18,USD,RMB,6.8697766969,7.768,1.13075,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-18,2020-01-18,HKD,RMB,0.8843687818,1,1.13075,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-18,2020-01-18,GBP,RMB,8.9409683838,10.11,1.13075,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-18,2020-01-18,EUR,RMB,7.6152995799,8.611,1.13075,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-18,2020-01-18,JPY,RMB,0.0623701083,0.070525,1.13075,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-18,2020-01-18,TWD,RMB,0.2286093301,0.2585,1.13075,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-19,2020-01-18,USD,RMB,6.8697766969,7.768,1.13075,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-19,2020-01-18,HKD,RMB,0.8843687818,1,1.13075,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-19,2020-01-18,GBP,RMB,8.9409683838,10.11,1.13075,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-19,2020-01-18,EUR,RMB,7.6152995799,8.611,1.13075,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-19,2020-01-18,JPY,RMB,0.0623701083,0.070525,1.13075,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-19,2020-01-18,TWD,RMB,0.2286093301,0.2585,1.13075,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-20,2020-01-20,USD,RMB,6.8509700176,7.769,1.134,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-20,2020-01-20,HKD,RMB,0.8818342152,1,1.134,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-20,2020-01-20,GBP,RMB,8.9034391534,10.0965,1.134,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-20,2020-01-20,EUR,RMB,7.6053791887,8.6245,1.134,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-20,2020-01-20,JPY,RMB,0.0621472663,0.070475,1.134,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-20,2020-01-20,TWD,RMB,0.2279541446,0.2585,1.134,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-21,2020-01-21,USD,RMB,6.9041168895,7.773,1.12585,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-21,2020-01-21,HKD,RMB,0.8882177910,1,1.12585,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-21,2020-01-21,GBP,RMB,8.9767731048,10.1065,1.12585,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-21,2020-01-21,EUR,RMB,7.6604343385,8.6245,1.12585,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-21,2020-01-21,JPY,RMB,0.0627747924,0.070675,1.12585,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-21,2020-01-21,TWD,RMB,0.2296042990,0.2585,1.12585,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-22,2020-01-22,USD,RMB,6.9065707051,7.773,1.12545,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-22,2020-01-22,HKD,RMB,0.8885334755,1,1.12545,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-22,2020-01-22,GBP,RMB,9.0159491759,10.147,1.12545,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-22,2020-01-22,EUR,RMB,7.6524945577,8.6125,1.12545,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-22,2020-01-22,JPY,RMB,0.0627349060,0.070605,1.12545,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-22,2020-01-22,TWD,RMB,0.2296859034,0.2585,1.12545,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-23,2020-01-23,USD,RMB,6.9326794472,7.775,1.1215,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-23,2020-01-23,HKD,RMB,0.8916629514,1,1.1215,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-23,2020-01-23,GBP,RMB,9.0998662506,10.2055,1.1215,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-23,2020-01-23,EUR,RMB,7.6843513152,8.618,1.1215,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2020-01-23,2020-01-23,JPY,RMB,0.0632545698,0.07094,1.1215,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
